"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.945189375E0,-2.365330756E-1,1.068769768E-1,-1.301265955E-1,2.903506757E-1
2.955234375E0,-4.581240565E-2,2.199745029E-1,-1.470368654E-1,2.685282075E-1
2.965280375E0,2.015634626E-1,2.194859833E-1,2.445099503E-2,2.989979556E-1
2.975326375E0,4.506899416E-1,2.552431822E-1,2.873537242E-1,5.923197349E-1
2.985371375E0,6.366134286E-1,3.261091709E-1,5.509925485E-1,9.028934806E-1
2.995417375E0,6.953608990E-1,3.091533482E-1,7.902411222E-1,1.097079580E0
3.005462375E0,5.991899371E-1,2.008434087E-1,1.001323223E0,1.184067081E0
3.015508375E0,3.658807576E-1,8.972114325E-2,1.266869664E0,1.321694881E0
3.025554375E0,3.963730112E-2,5.161891878E-2,1.561563492E0,1.562919117E0
3.035599375E0,-3.119798601E-1,-2.856939286E-2,1.908737779E0,1.934277010E0
3.045645375E0,-6.095454097E-1,-1.138824522E-1,2.354700804E0,2.434980635E0
3.055690375E0,-8.008748889E-1,-1.549057811E-1,2.749834776E0,2.868272596E0
