"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.532420833E0,-7.402570918E-5,-3.401837312E-4,-3.821955761E-4,5.169895888E-4
2.542466833E0,4.370349925E-4,-7.697516121E-4,-2.506066579E-3,2.657797364E-3
2.552511833E0,-5.951202475E-4,-1.413011923E-4,-2.275116276E-5,6.120880258E-4
2.562557833E0,-4.121609963E-4,9.966082871E-6,-7.082488155E-4,8.195074096E-4
2.572602833E0,-1.319418661E-4,2.197279129E-3,-1.519845100E-3,2.674952963E-3
2.582648833E0,5.381094525E-4,1.168499701E-3,1.903382130E-3,2.297349966E-3
2.592694833E0,-1.095335465E-3,-5.881902762E-4,-1.756575657E-4,1.255620628E-3
2.602739833E0,-1.993885962E-3,1.288805623E-3,-2.001586836E-4,2.382575216E-3
2.612785833E0,4.503957462E-4,-2.637314610E-4,4.593040794E-4,6.952487677E-4
2.622830833E0,4.026875831E-5,3.434694372E-4,-2.709347755E-4,4.393159225E-4
2.632876833E0,2.932290081E-4,7.709581405E-5,-1.592415618E-3,1.621022676E-3
2.642921833E0,1.238519326E-4,-1.894868910E-4,-6.754891947E-4,7.124115631E-4
2.652967833E0,-5.445983261E-4,9.854268283E-4,-5.147621268E-4,1.237995726E-3
2.663012833E0,-8.663081098E-4,6.567924283E-4,-1.831961679E-3,2.130246378E-3
2.673058833E0,1.486092806E-4,1.396673266E-3,5.872803740E-4,1.522392580E-3
2.683104833E0,2.668006346E-6,1.045935322E-3,7.848870009E-4,1.307683226E-3
2.693149833E0,-9.454134852E-4,2.303015906E-3,-1.601604745E-4,2.494662362E-3
2.703195833E0,-7.347576320E-4,7.687690668E-4,-1.235278673E-3,1.629965661E-3
2.713240833E0,-1.139025437E-3,4.284987226E-4,7.311520167E-4,1.419708904E-3
2.723286833E0,7.406335790E-4,-1.045827288E-3,1.212880015E-4,1.287246517E-3
2.733331833E0,2.421974204E-5,2.963207662E-4,2.106376924E-4,3.643635957E-4
2.743377833E0,-2.143995371E-4,-6.027659401E-5,-6.655422039E-4,7.018168240E-4
2.753422833E0,-1.446261071E-3,-7.157172076E-4,8.472169284E-4,1.822552806E-3
2.763468833E0,4.499095958E-4,-2.616485581E-4,7.356866263E-5,5.256338654E-4
